PLAYER,TYPE,PRICE PAID,Team
Glenn Maxwell,All-Rounder,"10,75,00,000",2
Sheldon Cottrell,Bowler,"8,50,00,000",2
Chris Jordan,All-Rounder,"3,00,00,000",2
Ravi Bishnoi,Bowler,"2,00,00,000",2
Prabhsimran Singh,Wicket Keeper,"55,00,000",2
Deepak Hooda,All-Rounder,"50,00,000",2
James Neesham,All-Rounder,"50,00,000",2
Tajinder Dhillon,All-Rounder,"20,00,000",2
Ishan Porel,Bowler,"20,00,000",2
