PLAYER,TYPE,PRICE PAID,Team
Robin Uthappa,Batsman,"3,00,00,000",5
Jaydev Unadkat,Bowler,"3,00,00,000",5
Yashasvi Jaiswal,All-Rounder,"2,40,00,000",5
Kartik Tyagi,Bowler,"1,30,00,000",5
Tom Curran,All-Rounder,"1,00,00,000",5
Andrew Tye,Bowler,"1,00,00,000",5
Anuj Rawat,Wicket Keeper,"80,00,000",5
David Miller,Batsman,"75,00,000",5
Oshane Thomas,Bowler,"50,00,000",5
Anirudha Ashok Joshi,All-Rounder,"20,00,000",5
Akash Singh,Bowler,"20,00,000",5
