PLAYER,TYPE,PRICE PAID,Team
Christopher Morris,All-Rounder,"10,00,00,000",6
Aaron Finch,Batsman,"4,40,00,000",6
Kane Richardson,Bowler,"4,00,00,000",6
Dale Steyn,Bowler,"2,00,00,000",6
Isuru Udana,All-Rounder,"50,00,000",6
Shahbaz Ahamad,Wicket Keeper,"20,00,000",6
Joshua Philippe,Wicket Keeper,"20,00,000",6
Pavan Deshpande,All-Rounder,"20,00,000",6
