PLAYER,TYPE,PRICE PAID,Team
Shimron Hetmyer,Batsman,"7,75,00,000",1
Marcus Stoinis,All-Rounder,"4,80,00,000",1
Alex Carey,Wicket Keeper,"2,40,00,000",1
Jason Roy,Batsman,"1,50,00,000",1
Chris Woakes,All-Rounder,"1,50,00,000",1
Mohit Sharma,Bowler,"50,00,000",1
Tushar Deshpande,Bowler,"20,00,000",1
Lalit Yadav,All-Rounder,"20,00,000",1
