PLAYER,TYPE,PRICE PAID,Team
Piyush Chawla,Bowler,"6,75,00,000",0
Sam Curran,All-Rounder,"5,50,00,000",0
Josh Hazlewood,Bowler,"2,00,00,000",0
R. Sai Kishore,Bowler,"20,00,000",0
