PLAYER,TYPE,PRICE PAID,Team
Nathan Coulter-Nile,Bowler,"8,00,00,000",4
Chris Lynn,Batsman,"2,00,00,000",4
Saurabh Tiwary,Batsman,"50,00,000",4
Digvijay Deshmukh,All-Rounder,"20,00,000",4
Prince Balwant Rai Singh,All-Rounder,"20,00,000",4
Mohsin Khan,Bowler,"20,00,000",4
