PLAYER,TYPE,PRICE PAID,Team
Mitchell Marsh,All-Rounder,"2,00,00,000",7
Priyam Garg,Batsman,"1,90,00,000",7
Virat Singh,Batsman,"1,90,00,000",7
Fabian Allen,All-Rounder,"50,00,000",7
Sandeep Bavanaka,All-Rounder,"20,00,000",7
Sanjay Yadav,All-Rounder,"20,00,000",7
Abdul Samad,All-Rounder,"20,00,000",7
