PLAYER,TYPE,PRICE PAID,Team
Pat Cummins,All-Rounder,"15,50,00,000",3
Eoin Morgan,Batsman,"5,25,00,000",3
Varun Chakaravarthy,All-Rounderr,"4,00,00,000",3
Tom Banton,Batsman,"1,00,00,000",3
Rahul Tripathi,Batsman,"60,00,000",3
Chris Green,All-Rounder,"20,00,000",3
Nikhil Shankar Naik,Wicket Keeper,"20,00,000",3
Pravin Tambe,Bowler,"20,00,000",3
M Siddharth,Bowler,"20,00,000",3

