PLAYER,TYPE,PRICE PAID,Team
Trent Boult,Bowler,"3,80,00,000",7
Praveen Kumar,Bowler,"2,20,00,000",7
Kevin Pietersen,Batsman,"2,00,00,000",7
Eoin Morgan,Batsman,"1,50,00,000",7
Ravi Bopara,All-Rounder,"1,00,00,000",7
Kane Williamson,All-Rounder,"60,00,000",7
Laxmi Ratan Shukla,All-Rounder,"30,00,000",7
Prasanth Padmanabhan,All-Rounder,"10,00,000",7
Hanuma Vihari,Batsman,"10,00,000",7
Siddarth Kaul,Bowler,"10,00,000",7
