PLAYER,TYPE,PRICE PAID,Team
Christopher Morris,All-Rounder,"1,40,00,000",5
Juan Theron,Bowler,"30,00,000",5
Barinder Singh Saran,Bowler,"10,00,000",5
Dinesh Salunkhe,All-Rounder,"10,00,000",5
Sagar Trivedi,All-Rounder,"10,00,000",5
Pardeep Sahu,All-Rounder,"10,00,000",5
