PLAYER,TYPE,PRICE PAID,Team
Aaron Finch,Batsman,"3,20,00,000",4
Pragyan Ojha,Bowler,"50,00,000",4
Abhimanyu Mithun,Bowler,"30,00,000",4
Mitchell McClenaghan,Bowler,"30,00,000",4
Aiden Blizzard,Batsman,"30,00,000",4
Hardik Pandya,All-Rounder,"10,00,000",4
Akshay Wakhare,Bowler,"10,00,000",4
Nitish Rana,All-Rounder,"10,00,000",4
Siddhesh Dinesh Lad,All-Rounder,"10,00,000",4
J. Suchitch,All-Rounder,"10,00,000",4
