PLAYER,TYPE,PRICE PAID,Team
Murali Vijay,Batsman,"3,00,00,000",2
Nikhil Shankar Naik,Wicket Keeper,"30,00,000",2
Yogesh Gowalkar,All-Rounder,"10,00,000",2
