PLAYER,TYPE,PRICE PAID,Team
Dinesh Karthik,Wicket Keeper,"10,50,00,000",6
Darren Sammy,All-Rounder,"2,80,00,000",6
David Wiese,All-Rounder,"2,80,00,000",6
Sean Abbott,Bowler,"1,00,00,000",6
Adam Milne,Bowler,"70,00,000",6
Sarfaraz Naushad Khan,Batsman,"50,00,000",6
Subramaniam Badrinath,Batsman,"30,00,000",6
Jalaj Saxena,All-Rounder,"10,00,000",6
Shishir Bhavane,Batsman,"10,00,000",6
