PLAYER,TYPE,PRICE PAID,Team
Yuvraj Singh,All-Rounder,"7,00,00,000",7
Ashish Nehra,Bowler,"5,50,00,000",7
Deepak Hooda,All-Rounder,"4,20,00,000",7
Mustafizur Rahman,Bowler,"1,40,00,000",7
Aditya Tare,Wicket Keeper,"1,20,00,000",7
Barinder Singh Sran,Bowler,"1,20,00,000",7
Ben Cutting,All-Rounder,"50,00,000",7
Vijay Shankar,All-Rounder,"35,00,000",7
Abhimanyu Mithun,Bowler,"30,00,000",7
Tirumalasetti Suman,Batsman,"10,00,000",7
