PLAYER,TYPE,PRICE PAID,Team
Mohit Sharma,Bowler,"6,50,00,000",2
Kyle Abbott,Bowler,"2,10,00,000",2
K.C. Cariappa,Bowler,"80,00,000",2
Marcus Stoinis,All-Rounder,"55,00,000",2
Farhaan Behardien,All-Rounder,"30,00,000",2
Pardeep Sahu,All-Rounder,"10,00,000",2
Armaan Jaffer,Batsman,"10,00,000",2
Swapnil Singh,All-Rounder,"10,00,000",2
