PLAYER,TYPE,PRICE PAID,Team
Shane Watson,All-Rounder,"9,50,00,000",6
Stuart Binny,All-Rounder,"2,00,00,000",6
Kane Richardson,Bowler,"2,00,00,000",6
Samuel Badree,Bowler,"50,00,000",6
Travis Head,Batsman,"50,00,000",6
Praveen Dubey,All-Rounder,"35,00,000",6
Vikramjeet Malik,Bowler,"20,00,000",6
Akshay Karnewar,All-Rounder,"10,00,000",6
Iqbal Abdullah,All-Rounder,"10,00,000",6
Sachin Baby,Batsman,"10,00,000",6
Vikas Tokas,Bowler,"10,00,000",6
