PLAYER,TYPE,PRICE PAID,Team
Jaydev Unadkat,Bowler,"1,60,00,000",3
Ankit Singh Rajpoot,Bowler,"1,50,00,000",3
John Hastings,Bowler,"1,30,00,000",3
Jason Holder,All-Rounder,"70,00,000",3
Colin Munro,All-Rounder,"30,00,000",3
Rajagopal Sathish,All-Rounder,"20,00,000",3
Manan Ajay Sharma,All-Rounder,"10,00,000",3
