PLAYER,TYPE,PRICE PAID,Team
Jos Buttler,Wicket Keeper,"3,80,00,000",4
Nathu Singh,Bowler,"3,20,00,000",4
Tim Southee,Bowler,"2,50,00,000",4
Krunal Pandya,All-Rounder,"2,00,00,000",4
Kishore Pramod Kamath,All-Rounder,"1,40,00,000",4
Deepak Punia,All-Rounder,"10,00,000",4
Jitesh Sharma,Wicket Keeper,"10,00,000",4
