PLAYER,NATIONALITY,TYPE,PRICE PAID,Team
Chris Woakes,Overseas,All-Rounder,"4,20,00,000",6
Tanay Thyagarajann,Indian,All-Rounder,"20,00,000",6
Vishwanath Pratap Singh,Indian,All-Rounder,"20,00,000",6
Ashutosh Sharma,Indian,All-Rounder,"20,00,000",6
Shashank  Singh,Indian,Batter,"20,00,000",6
Rilee Rossouw,Overseas,Batter,"8,00,00,000",6
Prince Choudhary,Indian,Bowler,"20,00,000",6
Harshal Patel,Indian,All-Rounder,"11,75,00,000",6
