PLAYER,NATIONALITY,TYPE,PRICE PAID,Team
Kartik Tyagi,Indian,Bowler,"60,00,000",2
Spencer Johnson,Overseas,Bowler,"10,00,00,000",2
Manav Suthar,Indian,Bowler,"20,00,000",2
Robin Minz,Indian,Wicket-Keeper,"3,60,00,000",2
Sushant Mishra,Indian,Bowler,"2,20,00,000",2
Azmatullah Omarzai,Overseas,All-Rounder,"50,00,000",2
Shahrukh Khan,Indian,All-Rounder,"7,40,00,000",2
Umesh Yadav,Indian,Bowler,"5,80,00,000",2
