PLAYER,NATIONALITY,TYPE,PRICE PAID,Team
Shubham Dubey,Indian,Batter,"5,80,00,000",7
Rovman Powell,Overseas,Batter,"7,40,00,000",7
Abid Mushtaq,Indian,All-Rounder,"20,00,000",7
Nandre Burger,Overseas,Bowler,"50,00,000",7
Tom Kohler-Cadmore,Overseas,Wicket-Keeper,"40,00,000",7
