PLAYER,NATIONALITY,TYPE,PRICE PAID,Team
Dilshan Madushanka,Overseas,Bowler,"4,60,00,000",5
Shreyas Gopal,Indian,Bowler,"20,00,000",5
Shivalik Sharma,Indian,All-Rounder,"20,00,000",5
Anshul Kamboj,Indian,All-Rounder,"20,00,000",5
Mohammad Nabi,Overseas,All-Rounder,"1,50,00,000",5
Naman Dhir,Indian,All-Rounder,"20,00,000",5
Nuwan Thushara,Overseas,Bowler,"4,80,00,000",5
Gerald Coetzee,Overseas,All-Rounder,"5,00,00,000",5
