PLAYER,NATIONALITY,TYPE,PRICE PAID,Team
Lockie Ferguson,Overseas,Bowler,"2,00,00,000",8
Tom Curran,Overseas,All-Rounder,"1,50,00,000",8
Saurav Chuahan,Indian,Batter,"20,00,000",8
Alzarri Joseph,Overseas,Bowler,"11,50,00,000",8
Swapnil Singh,Indian,All-Rounder,"20,00,000",8
Yash  Dayal,Indian,Bowler,"5,00,00,000",8
