PLAYER,NATIONALITY,TYPE,PRICE PAID,Team
Ricky Bhui,Indian,Wicket-Keeper,"20,00,000",1
Sumit Kumar,Indian,All-Rounder,"1,00,00,000",1
Swastik Chhikara,Indian,Batter,"20,00,000",1
Jhye Richardson,Overseas,Bowler,"5,00,00,000",1
Shai Hope,Overseas,Wicket-Keeper,"75,00,000",1
Rasikh Dar,Indian,Bowler,"20,00,000",1
Kumar Kushagra,Indian,Wicket-Keeper,"7,20,00,000",1
Tristan Stubbs,Overseas,Wicket-Keeper,"50,00,000",1
Harry Brook,Overseas,Batter,"4,00,00,000",1
