PLAYER,TYPE,PRICE PAID,Team
Barinder Singh Sran,Bowler,"3,40,00,000",4
Lasith Malinga,Bowler,"2,00,00,000",4
Yuvraj Singh,All-Rounder,"1,00,00,000",4
Anmolpreet Singh,Batsman,"80,00,000",4
Pankaj Jaswal,All-Rounder,"20,00,000",4
Rasikh Dar,Bowler,"20,00,000",4
