PLAYER,TYPE,PRICE PAID,Team
Jonny Bairstow,Wicket Keeper,"2,20,00,000",7
Wriddhiman Saha,Wicket Keeper,"1,20,00,000",7
Martin Guptill,Batsman,"1,00,00,000",7
