PLAYER,TYPE,PRICE PAID,Team
Shivam Dube,All-Rounder,"5,00,00,000",6
Shimron Hetmyer,Batsman,"4,20,00,000",6
Akshdeep Nath,All-Rounder,"3,60,00,000",6
Prayas Ray Barman,All-Rounder,"1,50,00,000",6
Himmat Singh,Batsman,"65,00,000",6
Gurkeerat Singh Mann,All-Rounder,"50,00,000",6
Heinrich Klaasen,Wicket Keeper,"50,00,000",6
Devdutt Padikkal,Batsman,"20,00,000",6
Milind Kumar,All-Rounder,"20,00,000",6
