PLAYER,TYPE,PRICE PAID,Team
Carlos Brathwaite,All-Rounder,"5,00,00,000",3
Lockie Ferguson,Bowler,"1,60,00,000",3
Joe Denly,Batsman,"1,00,00,000",3
Harry Gurney,Bowler,"75,00,000",3
Nikhil Shankar Naik,Wicket Keeper,"20,00,000",3
Shrikant Mundhe,All-Rounder,"20,00,000",3
Prithvi Raj Yarra,Bowler,"20,00,000",3
Anrich Nortje,Bowler,"20,00,000",3
