PLAYER,TYPE,PRICE PAID,Team
Jaydev Unadkat,Bowler,"8,40,00,000",5
Varun Aaron,Bowler,"2,40,00,000",5
Oshane Thomas,Bowler,"1,10,00,000",5
Ashton Turner,All-Rounder,"50,00,000",5
Liam Livingstone,All-Rounder,"50,00,000",5
Shashank Singh,All-Rounder,"30,00,000",5
Riyan Parag,All-Rounder,"20,00,000",5
Manan Vohra,Batsman,"20,00,000",5
Shubham Ranjane,All-Rounder,"20,00,000",5
