PLAYER,TYPE,PRICE PAID,Team
Colin Ingram,Batsman,"6,40,00,000",1
Axar Rajesh Patel,All-Rounder,"5,00,00,000",1
Hanuma Vihari,Batsman,"2,00,00,000",1
Sherfane Rutherford,All-Rounder,"2,00,00,000",1
Ishant Sharma,Bowler,"1,10,00,000",1
Keemo Paul,All-Rounder,"50,00,000",1
Jalaj Saxena,All-Rounder,"20,00,000",1
Ankush Bains,Wicket Keeper,"20,00,000",1
Nathu Singh,Bowler,"20,00,000",1
Bandaru Ayyappa,Bowler,"20,00,000",1
