PLAYER,NATIONALITY,TYPE,PRICE PAID,Team
Harpreet Bhatia,Indian,Batter,"40,00,000",6
Shivam Singh,Indian,All-Rounder,"20,00,000",6
Vidwath Kaverappa,Indian,Bowler,"20,00,000",6
Mohit Rathee,Indian,All-Rounder,"20,00,000",6
Sam Curran,Overseas,All-Rounder,"18,50,00,000",6
Sikandar Raza,Overseas,All-Rounder,"50,00,000",6
