PLAYER,NATIONALITY,TYPE,PRICE PAID,Team
Sonu Yadav,Indian,All-Rounder,"20,00,000",8
Himanshu Sharma,Indian,Bowler,"20,00,000",8
Avinash Singh,Indian,Bowler,"60,00,000",8
Manoj Bhandage,Indian,All-Rounder,"20,00,000",8
Will Jacks,Overseas,Batter,"3,20,00,000",8
Reece Topley,Overseas,Bowler,"1,90,00,000",8
Rajan Kumar,Indian,Bowler,"70,00,000",8
