PLAYER,NATIONALITY,TYPE,PRICE PAID,Team
Ajinkya Rahane,Indian,Batter,"50,00,000",0
Bhagath Varma,Indian,All-Rounder,"20,00,000",0
Kyle Jamieson,Overseas,Bowler,"1,00,00,000",0
Ajay Mandal,Indian,All-Rounder,"20,00,000",0
Nishant Sindhu,Indian,All-Rounder,"60,00,000",0
Shaik Rasheed,Indian,Batter,"20,00,000",0
Ben Stokes,Overseas,All-Rounder,"16,25,00,000",0
