PLAYER,NATIONALITY,TYPE,PRICE PAID,Team
Jhye Richardson,Overseas,Bowler,"1,50,00,000",5
Nehal Wadhera,Indian,All-Rounder,"20,00,000",5
Raghav Goyal,Indian,Bowler,"20,00,000",5
Cameron Green,Overseas,All-Rounder,"17,50,00,000",5
Vishnu Vinod,Indian,Wicket-Keeper,"20,00,000",5
Duan Jansen,Overseas,All-Rounder,"20,00,000",5
Piyush Chawla,Indian,Bowler,"50,00,000",5
Shams Mulani,Indian,All-Rounder,"20,00,000",5
