PLAYER,NATIONALITY,TYPE,PRICE PAID,Team
Shivam Mavi,Indian,Bowler,"6,00,00,000",2
K.S. Bharat,Indian,Wicket-Keeper,"1,20,00,000",2
Urvil Patel,Indian,Wicket-Keeper,"20,00,000",2
Mohit Sharma,Indian,Bowler,"50,00,000",2
Joshua Little,Overseas,Bowler,"4,40,00,000",2
Kane Williamson,Overseas,Batter,"2,00,00,000",2
Odean Smith,Overseas,All-Rounder,"50,00,000",2
