PLAYER,TYPE,PRICE PAID,Team
Rashid Khan Arman,Bowler,"4,00,00,000",7
Mohammed Siraj,Bowler,"2,60,00,000",7
Eklavya Dwivedi,Wicket Keeper,"75,00,000",7
Chris Jordan,All-Rounder,"50,00,000",7
Mohammad Nabi,All-Rounder,"30,00,000",7
Ben Laughlin,Bowler,"30,00,000",7
Pravin Tambe,Bowler,"10,00,000",7
Tanmay Agarwal,Batsman,"10,00,000",7
