PLAYER,TYPE,PRICE PAID,Team
Jason Roy,Batsman,"1,00,00,000",1
Basil Thampi,Bowler,"85,00,000",1
Manpreet Gony,Bowler,"60,00,000",1
Nathu Singh,Bowler,"50,00,000",1
Munaf Patel,Bowler,"30,00,000",1
Akshdeep Nath,All-Rounder,"10,00,000",1
Shubam Agrawal,All-Rounder,"10,00,000",1
Tejas Singh Baroka,Bowler,"10,00,000",1
Chirag Suri,Batsman,"10,00,000",1
Pratham Singh,All-Rounder,"10,00,000",1
Shelley Shaurya,Bowler,"10,00,000",1
