PLAYER,TYPE,PRICE PAID,Team
Tymal Mills,Bowler,"12,00,00,000",6
Aniket Choudhary,Bowler,"2,00,00,000",6
Pawan Negi,All-Rounder,"1,00,00,000",6
Billy Stanlake,Bowler,"30,00,000",6
Praveen Dubey,All-Rounder,"10,00,000",6
