PLAYER,TYPE,PRICE PAID,Team
Karn Sharma,All-Rounder,"3,20,00,000",4
Krishnappa Gowtham,All-Rounder,"2,00,00,000",4
Mitchell Johnson,Bowler,"2,00,00,000",4
Asela Gunarathna,Batsman,"30,00,000",4
Saurabh Tiwary,Batsman,"30,00,000",4
Nicolas Pooran,Wicket Keeper,"30,00,000",4
Kulwant Khejroliya,Bowler,"10,00,000",4
