PLAYER,TYPE,PRICE PAID,Team
Trent Boult,Bowler,"5,00,00,000",3
Chris Woakes,All-Rounder,"4,20,00,000",3
Nathan Coulter-Nile,Bowler,"3,50,00,000",3
Rishi Dhawan,All-Rounder,"55,00,000",3
Darren Bravo,Batsman,"50,00,000",3
Rovman Powell,All-Rounder,"30,00,000",3
Sayan Ghosh,Bowler,"10,00,000",3
R. Sanjay Yadav,All-Rounder,"10,00,000",3
Ishank Jaggi,Batsman,"10,00,000",3
