PLAYER,TYPE,PRICE PAID,Team
Nathan Coulter-Nile,Bowler,"5,00,00,000",3
Adam Milne,Bowler,"3,20,00,000",3
Piyush Chawla,Bowler,"2,40,00,000",3
James Neesham,All-Rounder,"50,00,000",3
Yudhvir Charak,All-Rounder,"20,00,000",3
Marco Jansen,All-Rounder,"20,00,000",3
Arjun Tendulkar,All-Rounder,"20,00,000",3
