PLAYER,TYPE,PRICE PAID,Team
Krishnappa Gowtham,All-Rounder,"9,25,00,000",0
Moeen Ali,All-Rounder,"7,00,00,000",0
Cheteshwar Pujara,Batsman,"50,00,000",0
K.Bhagath Varma,All-Rounder,"20,00,000",0
C Hari Nishaanth,Batsman,"20,00,000",0
M. Harisankar Reddy,Bowler,"20,00,000",0
