PLAYER,TYPE,PRICE PAID,Team
Kyle Jamieson,All-Rounder,"15,00,00,000",6
Glenn Maxwell,All-Rounder,"14,25,00,000",6
Dan Christian,All-Rounder,"4,80,00,000",6
Sachin Baby,Batsman,"20,00,000",6
Rajat Patidar,Batsman,"20,00,000",6
Mohammed Azharudeen,Wicket Keeper,"20,00,000",6
Suyash Prabhudesai,All-Rounder,"20,00,000",6
Kona Srikar Bharat,Wicket Keeper,"20,00,000",6
