PLAYER,TYPE,PRICE PAID,Team
Shakib Al Hasan,All-Rounder,"3,20,00,000",2
Harbhajan Singh,Bowler,"2,00,00,000",2
Ben Cutting,All-Rounder,"75,00,000",2
Karun Nair,Batsman,"50,00,000",2
Pawan Negi,All-Rounder,"50,00,000",2
Venkatesh Iyer,All-Rounder,"20,00,000",2
Sheldon Jackson,Wicket Keeper,"20,00,000",2
Vaibhav Arora,Bowler,"20,00,000",2
