PLAYER,TYPE,PRICE PAID,Team
Tom Curran,All-Rounder,"5,25,00,000",1
Steven Smith,Batsman,"2,20,00,000",1
Sam Billings,Wicket Keeper,"2,00,00,000",1
Umesh Yadav,Bowler,"1,00,00,000",1
Ripal Patel,All-Rounder,"20,00,000",1
Vishnu Vinod,Wicket Keeper,"20,00,000",1
Lukman Hussain Meriwala,Bowler,"20,00,000",1
M Siddharth,Bowler,"20,00,000",1
