PLAYER,TYPE,PRICE PAID,Team
Christopher Morris,All-Rounder,"16,25,00,000",5
Shivam Dube,All-Rounder,"4,40,00,000",5
Chetan Sakariya,Bowler,"1,20,00,000",5
Mustafizur Rahman,Bowler,"1,00,00,000",5
Liam Livingstone,All-Rounder,"75,00,000",5
K.C Cariappa,Bowler,"20,00,000",5
Akash Singh,Bowler,"20,00,000",5
Kuldip Yadav,Bowler,"20,00,000",5
