PLAYER,TYPE,PRICE PAID,Team
Jhye Richardson,Bowler,"14,00,00,000",4
Riley Meredith,Bowler,"8,00,00,000",4
Shahrukh Khan,All-Rounder,"5,25,00,000",4
Moises Henriques,All-Rounder,"4,20,00,000",4
Dawid Malan,All-Rounder,"1,50,00,000",4
Fabian Allen,All-Rounder,"75,00,000",4
Jalaj Saxena,All-Rounder,"30,00,000",4
Saurabh Kumar,All-Rounder,"20,00,000",4
Utkarsh Singh,All-Rounder,"20,00,000",4
